user_id,signup_date,marketplace_side,device,acquisition_source,signup_completed,profile_completed,search_completed,listing_completed,booking_completed,payment_completed,activated,revenue,cohort_month,profile_dropoff,search_dropoff,listing_dropoff,booking_dropoff,payment_dropoff,activation_dropoff,total_funnel_activity
U10044,2025-01-18,Supply,Web,Partner,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10045,2025-05-12,Demand,Ios,Referral,1,1,1,0,1,0,0,0.0,2025-05,0,0,1,0,1,0,4
U10046,2025-03-30,Demand,Android,Paid Search,1,1,1,0,1,1,1,2788.0,2025-03,0,0,1,0,0,0,6
U10047,2025-03-01,Demand,Ios,Referral,1,1,1,0,1,1,1,4935.0,2025-03,0,0,1,0,0,0,6
U10048,2025-01-14,Supply,Ios,Partner,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10049,2025-01-09,Demand,Ios,Paid Search,1,1,0,0,0,0,0,0.0,2025-01,0,1,1,0,0,0,2
U10050,2025-03-31,Supply,Ios,Social,1,1,0,1,1,1,1,3846.0,2025-03,0,1,0,0,0,0,6
U10051,2025-02-22,Supply,Android,Social,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10052,2025-05-10,Supply,Android,Referral,1,1,1,1,0,0,0,0.0,2025-05,0,0,0,1,0,0,4
U10053,2025-03-25,Demand,Web,Referral,1,1,1,0,0,0,0,0.0,2025-03,0,0,1,1,0,0,3
U10054,2025-04-02,Demand,Ios,Social,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10055,2025-04-21,Demand,Ios,Referral,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10056,2025-06-21,Demand,Android,Social,1,1,1,1,1,1,1,3811.0,2025-06,0,0,0,0,0,0,7
U10057,2025-01-08,Supply,Android,Partner,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10058,2025-06-24,Supply,Web,Paid Search,1,1,1,1,1,1,1,896.0,2025-06,0,0,0,0,0,0,7
U10059,2025-02-04,Supply,Ios,Social,1,1,0,0,0,0,0,0.0,2025-02,0,1,1,0,0,0,2
U10060,2025-03-22,Demand,Web,Social,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10061,2025-06-13,Supply,Android,Social,1,1,0,1,1,0,0,0.0,2025-06,0,1,0,0,1,0,4
U10062,2025-02-19,Demand,Ios,Referral,1,1,0,0,0,0,0,0.0,2025-02,0,1,1,0,0,0,2
U10063,2025-04-14,Demand,Android,Organic,1,1,1,0,1,1,1,2936.0,2025-04,0,0,1,0,0,0,6
U10064,2025-05-12,Supply,Ios,Referral,1,1,1,1,1,0,0,0.0,2025-05,0,0,0,0,1,0,5
U10065,2025-01-02,Demand,Android,Paid Search,1,1,1,1,0,0,0,0.0,2025-01,0,0,0,1,0,0,4
U10066,2025-05-14,Demand,Android,Referral,1,1,1,0,1,0,0,0.0,2025-05,0,0,1,0,1,0,4
U10067,2025-02-23,Demand,Ios,Social,1,1,1,0,1,1,1,1728.0,2025-02,0,0,1,0,0,0,6
U10068,2025-04-16,Demand,Web,Referral,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10069,2025-01-04,Supply,Android,Paid Search,1,1,1,1,1,1,1,4712.0,2025-01,0,0,0,0,0,0,7
U10070,2025-02-23,Supply,Web,Organic,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10071,2025-05-26,Demand,Android,Social,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10072,2025-02-13,Demand,Android,Paid Search,1,1,1,1,1,1,1,2696.0,2025-02,0,0,0,0,0,0,7
U10073,2025-06-11,Supply,Android,Organic,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,0,0,0,3
U10074,2025-01-14,Demand,Android,Referral,1,1,1,1,1,0,0,0.0,2025-01,0,0,0,0,1,0,5
U10075,2025-04-05,Demand,Ios,Social,1,1,0,1,0,0,0,0.0,2025-04,0,1,0,0,0,0,3
U10076,2025-02-17,Demand,Android,Paid Search,1,1,1,0,1,0,0,0.0,2025-02,0,0,1,0,1,0,4
U10077,2025-01-15,Supply,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10078,2025-02-09,Demand,Web,Partner,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10079,2025-03-23,Demand,Android,Social,1,1,0,0,0,0,0,0.0,2025-03,0,1,1,0,0,0,2
U10080,2025-04-21,Supply,Ios,Partner,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10081,2025-02-22,Supply,Android,Referral,1,1,0,1,1,1,1,1335.0,2025-02,0,1,0,0,0,0,6
U10082,2025-01-24,Demand,Ios,Referral,1,1,1,0,1,1,1,2983.0,2025-01,0,0,1,0,0,0,6
U10083,2025-06-03,Supply,Android,Partner,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10084,2025-05-04,Demand,Android,Paid Search,1,1,1,0,1,0,0,0.0,2025-05,0,0,1,0,1,0,4
U10085,2025-02-10,Demand,Android,Social,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,1,0,0,3
U10086,2025-06-06,Supply,Android,Organic,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,0,0,0,3
U10087,2025-01-15,Demand,Android,Referral,1,1,1,0,0,0,0,0.0,2025-01,0,0,1,1,0,0,3
U10088,2025-02-14,Supply,Ios,Organic,1,1,1,1,1,1,0,3142.0,2025-02,0,0,0,0,0,1,6
U10089,2025-03-06,Demand,Web,Organic,1,1,1,0,1,1,1,1803.0,2025-03,0,0,1,0,0,0,6
U10090,2025-03-30,Supply,Web,Organic,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10091,2025-03-12,Demand,Ios,Organic,1,1,1,0,1,1,0,892.0,2025-03,0,0,1,0,0,1,5
U10092,2025-01-09,Supply,Android,Partner,1,1,0,0,0,0,0,0.0,2025-01,0,1,1,0,0,0,2
U10093,2025-03-29,Supply,Android,Organic,1,1,1,1,0,0,0,0.0,2025-03,0,0,0,1,0,0,4
U10094,2025-05-09,Demand,Android,Paid Search,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10095,2025-05-16,Supply,Android,Social,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10096,2025-03-04,Demand,Ios,Paid Search,1,1,1,1,1,0,0,0.0,2025-03,0,0,0,0,1,0,5
U10097,2025-05-19,Supply,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10098,2025-03-22,Demand,Android,Social,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10099,2025-05-16,Supply,Android,Paid Search,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,0,0,0,3
U10100,2025-06-12,Demand,Web,Social,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10101,2025-06-12,Demand,Web,Social,1,1,1,1,1,1,0,651.0,2025-06,0,0,0,0,0,1,6
U10102,2025-02-02,Supply,Android,Partner,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,0,0,0,3
U10103,2025-05-03,Supply,Web,Paid Search,1,1,0,1,1,1,1,4674.0,2025-05,0,1,0,0,0,0,6
U10104,2025-01-05,Supply,Web,Referral,1,1,0,1,0,0,0,0.0,2025-01,0,1,0,1,0,0,3
U10105,2025-02-10,Demand,Android,Paid Search,1,1,0,0,0,0,0,0.0,2025-02,0,1,1,0,0,0,2
U10106,2025-01-28,Supply,Android,Organic,1,1,1,1,1,0,0,0.0,2025-01,0,0,0,0,1,0,5
U10107,2025-05-15,Demand,Ios,Partner,1,1,1,0,1,1,1,1897.0,2025-05,0,0,1,0,0,0,6
U10108,2025-03-13,Supply,Web,Organic,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10109,2025-01-12,Supply,Web,Referral,1,1,0,1,1,1,0,2508.0,2025-01,0,1,0,0,0,1,5
U10110,2025-06-11,Demand,Android,Social,1,1,1,0,1,1,1,1993.0,2025-06,0,0,1,0,0,0,6
U10111,2025-02-02,Demand,Android,Paid Search,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,1,0,0,3
U10112,2025-02-17,Supply,Ios,Referral,1,1,0,1,1,1,1,2048.0,2025-02,0,1,0,0,0,0,6
U10113,2025-05-31,Supply,Ios,Referral,1,1,1,1,0,0,0,0.0,2025-05,0,0,0,1,0,0,4
U10114,2025-03-03,Supply,Android,Social,1,1,1,1,1,1,1,1920.0,2025-03,0,0,0,0,0,0,7
U10115,2025-02-06,Demand,Web,Referral,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,1,0,0,3
U10116,2025-04-09,Demand,Ios,Social,1,1,1,1,1,0,0,0.0,2025-04,0,0,0,0,1,0,5
U10117,2025-06-21,Demand,Web,Organic,1,1,1,0,1,0,0,0.0,2025-06,0,0,1,0,1,0,4
U10118,2025-04-14,Demand,Web,Social,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10119,2025-02-04,Demand,Ios,Social,1,1,1,0,1,1,1,2520.0,2025-02,0,0,1,0,0,0,6
U10120,2025-04-11,Demand,Android,Organic,1,1,1,0,1,1,0,2649.0,2025-04,0,0,1,0,0,1,5
U10121,2025-06-24,Demand,Ios,Referral,1,1,0,0,0,0,0,0.0,2025-06,0,1,1,0,0,0,2
U10122,2025-05-11,Supply,Android,Organic,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10123,2025-01-01,Supply,Ios,Social,1,1,1,0,0,0,0,0.0,2025-01,0,0,1,0,0,0,3
U10124,2025-01-05,Supply,Android,Paid Search,1,1,1,1,0,0,0,0.0,2025-01,0,0,0,1,0,0,4
U10125,2025-05-22,Supply,Ios,Paid Search,1,1,0,1,0,0,0,0.0,2025-05,0,1,0,1,0,0,3
U10126,2025-04-13,Demand,Android,Organic,1,1,1,1,1,1,1,1855.0,2025-04,0,0,0,0,0,0,7
U10127,2025-01-27,Demand,Android,Organic,1,1,0,1,0,0,0,0.0,2025-01,0,1,0,0,0,0,3
U10128,2025-05-17,Supply,Android,Organic,1,1,1,1,1,0,0,0.0,2025-05,0,0,0,0,1,0,5
U10129,2025-01-15,Supply,Android,Referral,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10130,2025-03-31,Demand,Ios,Paid Search,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10131,2025-02-11,Demand,Ios,Social,1,1,1,0,1,1,1,1334.0,2025-02,0,0,1,0,0,0,6
U10132,2025-05-04,Supply,Ios,Paid Search,1,1,1,1,1,0,0,0.0,2025-05,0,0,0,0,1,0,5
U10133,2025-06-28,Demand,Android,Referral,1,1,1,0,1,1,1,3616.0,2025-06,0,0,1,0,0,0,6
U10134,2025-03-04,Supply,Android,Partner,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10135,2025-04-06,Supply,Android,Social,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10136,2025-02-21,Demand,Android,Partner,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,1,0,0,3
U10137,2025-04-06,Demand,Web,Paid Search,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10138,2025-05-12,Supply,Android,Organic,1,1,0,1,1,1,1,3465.0,2025-05,0,1,0,0,0,0,6
U10139,2025-05-31,Demand,Android,Organic,1,1,0,1,0,0,0,0.0,2025-05,0,1,0,0,0,0,3
U10140,2025-05-23,Demand,Android,Social,1,1,1,0,1,1,1,1102.0,2025-05,0,0,1,0,0,0,6
U10141,2025-06-20,Demand,Android,Organic,1,1,1,1,1,1,1,1565.0,2025-06,0,0,0,0,0,0,7
U10142,2025-01-29,Demand,Ios,Referral,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10143,2025-02-05,Demand,Ios,Paid Search,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,1,0,0,3
U10144,2025-01-13,Demand,Android,Paid Search,1,1,1,0,1,0,0,0.0,2025-01,0,0,1,0,1,0,4
U10145,2025-06-09,Demand,Android,Paid Search,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10146,2025-03-12,Supply,Android,Organic,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10147,2025-03-27,Supply,Android,Referral,1,1,1,1,0,0,0,0.0,2025-03,0,0,0,1,0,0,4
U10148,2025-01-28,Supply,Android,Paid Search,1,1,1,1,0,0,0,0.0,2025-01,0,0,0,1,0,0,4
U10149,2025-03-07,Demand,Web,Partner,1,1,1,0,0,0,0,0.0,2025-03,0,0,1,1,0,0,3
U10150,2025-06-19,Supply,Ios,Social,1,1,1,1,1,1,0,3864.0,2025-06,0,0,0,0,0,1,6
U10151,2025-02-14,Demand,Ios,Partner,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10152,2025-03-03,Demand,Android,Social,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10153,2025-05-14,Supply,Android,Paid Search,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10154,2025-01-28,Demand,Ios,Organic,1,1,1,1,0,0,0,0.0,2025-01,0,0,0,1,0,0,4
U10155,2025-01-28,Supply,Ios,Paid Search,1,1,0,0,0,0,0,0.0,2025-01,0,1,1,0,0,0,2
U10156,2025-04-18,Demand,Ios,Paid Search,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10157,2025-02-13,Supply,Android,Paid Search,1,1,0,1,1,1,1,3274.0,2025-02,0,1,0,0,0,0,6
U10158,2025-03-25,Demand,Ios,Paid Search,1,1,1,0,1,1,1,2309.0,2025-03,0,0,1,0,0,0,6
U10159,2025-01-30,Demand,Android,Paid Search,1,1,1,0,1,1,1,3269.0,2025-01,0,0,1,0,0,0,6
U10160,2025-03-16,Demand,Web,Referral,1,1,1,0,1,0,0,0.0,2025-03,0,0,1,0,1,0,4
U10161,2025-05-08,Demand,Ios,Paid Search,1,1,1,1,0,0,0,0.0,2025-05,0,0,0,1,0,0,4
U10162,2025-04-02,Demand,Ios,Organic,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10163,2025-05-09,Demand,Android,Social,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10164,2025-05-01,Demand,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10165,2025-01-27,Demand,Android,Organic,1,1,1,1,1,1,0,3733.0,2025-01,0,0,0,0,0,1,6
U10166,2025-05-01,Supply,Android,Referral,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10167,2025-04-26,Demand,Android,Paid Search,1,1,1,0,1,0,0,0.0,2025-04,0,0,1,0,1,0,4
U10168,2025-01-03,Demand,Ios,Referral,1,1,1,0,1,1,1,3439.0,2025-01,0,0,1,0,0,0,6
U10169,2025-04-13,Demand,Android,Organic,1,1,1,0,1,0,0,0.0,2025-04,0,0,1,0,1,0,4
U10170,2025-06-04,Supply,Android,Paid Search,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10171,2025-05-17,Demand,Web,Referral,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10172,2025-03-03,Supply,Android,Partner,1,1,0,1,0,0,0,0.0,2025-03,0,1,0,1,0,0,3
U10173,2025-06-14,Demand,Ios,Partner,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10174,2025-02-20,Supply,Android,Paid Search,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10175,2025-06-21,Demand,Android,Referral,1,1,1,1,1,1,1,4249.0,2025-06,0,0,0,0,0,0,7
U10176,2025-06-01,Demand,Web,Social,1,1,1,0,0,0,0,0.0,2025-06,0,0,1,1,0,0,3
U10177,2025-02-28,Supply,Android,Organic,1,1,1,1,1,0,0,0.0,2025-02,0,0,0,0,1,0,5
U10178,2025-04-28,Demand,Android,Referral,1,1,1,0,1,0,0,0.0,2025-04,0,0,1,0,1,0,4
U10179,2025-06-09,Supply,Ios,Referral,1,1,0,1,1,1,0,1878.0,2025-06,0,1,0,0,0,1,5
U10180,2025-04-06,Demand,Ios,Partner,1,1,1,0,1,0,0,0.0,2025-04,0,0,1,0,1,0,4
U10181,2025-06-29,Demand,Ios,Organic,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10182,2025-04-23,Demand,Android,Paid Search,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10183,2025-03-03,Demand,Android,Social,1,1,1,1,1,1,1,1349.0,2025-03,0,0,0,0,0,0,7
U10184,2025-02-21,Demand,Ios,Paid Search,1,1,1,0,0,0,0,0.0,2025-02,0,0,1,1,0,0,3
U10185,2025-01-12,Supply,Ios,Organic,1,1,0,1,0,0,0,0.0,2025-01,0,1,0,1,0,0,3
U10186,2025-02-08,Supply,Web,Partner,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10187,2025-05-10,Demand,Web,Paid Search,1,1,1,0,1,1,0,2308.0,2025-05,0,0,1,0,0,1,5
U10188,2025-05-11,Demand,Web,Paid Search,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,1,0,0,3
U10189,2025-04-23,Demand,Ios,Organic,1,1,1,0,1,1,1,1216.0,2025-04,0,0,1,0,0,0,6
U10190,2025-04-11,Demand,Android,Paid Search,1,1,1,0,0,0,0,0.0,2025-04,0,0,1,1,0,0,3
U10191,2025-04-23,Supply,Web,Referral,1,1,0,1,1,1,1,1676.0,2025-04,0,1,0,0,0,0,6
U10192,2025-03-22,Demand,Android,Organic,1,1,1,0,1,1,1,4253.0,2025-03,0,0,1,0,0,0,6
U10193,2025-04-23,Supply,Android,Organic,1,1,1,1,0,0,0,0.0,2025-04,0,0,0,1,0,0,4
U10194,2025-01-02,Demand,Web,Social,1,1,1,0,1,0,0,0.0,2025-01,0,0,1,0,1,0,4
U10195,2025-05-10,Supply,Web,Organic,1,1,1,1,1,1,1,3892.0,2025-05,0,0,0,0,0,0,7
U10196,2025-02-23,Supply,Android,Organic,1,0,0,0,0,0,0,0.0,2025-02,1,0,0,0,0,0,1
U10197,2025-03-28,Supply,Android,Paid Search,1,0,0,0,0,0,0,0.0,2025-03,1,0,0,0,0,0,1
U10198,2025-05-09,Supply,Android,Social,1,1,0,1,0,0,0,0.0,2025-05,0,1,0,1,0,0,3
U10199,2025-05-27,Demand,Web,Organic,1,1,1,1,1,1,1,1849.0,2025-05,0,0,0,0,0,0,7
U10200,2025-05-06,Supply,Web,Paid Search,1,1,0,1,1,1,1,3486.0,2025-05,0,1,0,0,0,0,6
U10201,2025-05-10,Supply,Android,Organic,1,1,0,1,1,1,0,3830.0,2025-05,0,1,0,0,0,1,5
U10202,2025-02-22,Supply,Android,Organic,1,1,0,1,1,0,0,0.0,2025-02,0,1,0,0,1,0,4
U10203,2025-06-21,Supply,Web,Organic,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10204,2025-06-09,Supply,Android,Social,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
U10205,2025-06-09,Supply,Ios,Organic,1,1,0,1,1,0,0,0.0,2025-06,0,1,0,0,1,0,4
U10206,2025-03-09,Demand,Web,Organic,1,1,1,0,1,1,1,1221.0,2025-03,0,0,1,0,0,0,6
U10207,2025-05-03,Demand,Android,Referral,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10208,2025-05-25,Demand,Ios,Social,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10209,2025-02-07,Demand,Android,Organic,1,1,1,0,1,0,0,0.0,2025-02,0,0,1,0,1,0,4
U10210,2025-01-24,Supply,Android,Referral,1,1,0,1,1,1,1,1383.0,2025-01,0,1,0,0,0,0,6
U10211,2025-03-10,Demand,Web,Organic,1,1,1,0,1,0,0,0.0,2025-03,0,0,1,0,1,0,4
U10212,2025-04-26,Demand,Android,Referral,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10213,2025-04-08,Demand,Web,Paid Search,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10214,2025-05-19,Supply,Ios,Paid Search,1,1,0,0,0,0,0,0.0,2025-05,0,1,1,0,0,0,2
U10215,2025-05-24,Supply,Android,Referral,1,1,0,1,0,0,0,0.0,2025-05,0,1,0,1,0,0,3
U10216,2025-04-07,Supply,Android,Referral,1,1,0,0,0,0,0,0.0,2025-04,0,1,1,0,0,0,2
U10217,2025-05-04,Supply,Android,Organic,1,1,0,1,1,1,1,2521.0,2025-05,0,1,0,0,0,0,6
U10218,2025-03-11,Demand,Android,Referral,1,1,1,0,1,1,0,2247.0,2025-03,0,0,1,0,0,1,5
U10219,2025-04-03,Demand,Android,Organic,1,0,0,0,0,0,0,0.0,2025-04,1,0,0,0,0,0,1
U10220,2025-01-03,Demand,Android,Social,1,0,0,0,0,0,0,0.0,2025-01,1,0,0,0,0,0,1
U10221,2025-05-28,Demand,Android,Partner,1,1,1,0,0,0,0,0.0,2025-05,0,0,1,1,0,0,3
U10222,2025-06-13,Demand,Ios,Partner,1,1,1,0,1,0,0,0.0,2025-06,0,0,1,0,1,0,4
U10223,2025-05-27,Demand,Ios,Social,1,0,0,0,0,0,0,0.0,2025-05,1,0,0,0,0,0,1
U10224,2025-03-31,Demand,Ios,Paid Search,1,1,1,0,1,1,1,1554.0,2025-03,0,0,1,0,0,0,6
U10225,2025-05-27,Supply,Android,Social,1,1,0,1,1,1,1,4430.0,2025-05,0,1,0,0,0,0,6
U10226,2025-05-28,Supply,Android,Referral,1,1,1,1,0,0,0,0.0,2025-05,0,0,0,1,0,0,4
U10227,2025-04-06,Supply,Ios,Paid Search,1,1,1,1,1,1,1,3953.0,2025-04,0,0,0,0,0,0,7
U10228,2025-02-21,Demand,Ios,Referral,1,1,1,0,1,1,1,3016.0,2025-02,0,0,1,0,0,0,6
U10229,2025-06-10,Demand,Android,Paid Search,1,0,0,0,0,0,0,0.0,2025-06,1,0,0,0,0,0,1
